ten_ram,loai_ram,dung_luong,thong_so,gia_vnd,link_hinh_anh,category
"Mainboard ASUS TUF Gaming B850M-PLUS DDR5 | AM5, mATX, 4 khe RAM",ASUS,"Mainboard ASUS TUF Gaming B850M-PLUS DDR5 | AM5, mATX, 4 khe RAM",5690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard ASUS TUF GAMING B850M-PLUS II DDR5 | AM5, Micro-ATX, 4 khe RAM",ASUS,"Mainboard ASUS TUF GAMING B850M-PLUS II DDR5 | AM5, Micro-ATX, 4 khe RAM",5690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard ASUS TUF Gaming Z790-PLUS Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",ASUS,"Mainboard ASUS TUF Gaming Z790-PLUS Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",6911000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard ASUS Z790 AYW W II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",ASUS,"Mainboard ASUS Z790 AYW W II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",5090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Biostar A68U3P HiFi | FM2 + / FM2, mATX, 2 khe RAM",BIOSTAR,"Mainboard Biostar A68U3P HiFi | FM2 + / FM2, mATX, 2 khe RAM",1050000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Biostar B760MX2-E DDR5 | LGA 1700, mATX, 2 khe RAM",BIOSTAR,"Mainboard Biostar B760MX2-E DDR5 | LGA 1700, mATX, 2 khe RAM",2199000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Biostar Z690MX2-E Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",BIOSTAR,"Mainboard Biostar Z690MX2-E Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",2400000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorfire B760M-MEOW DDR5 | LGA 1700, mATX, 4 khe RAM",Unknown,"Mainboard Colorfire B760M-MEOW DDR5 | LGA 1700, mATX, 4 khe RAM",3530000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful Battle-AX B650M Plus V15 Wifi DDR5 | AM5, mATX, 4 khe RAM",Unknown,"Mainboard Colorful Battle-AX B650M Plus V15 Wifi DDR5 | AM5, mATX, 4 khe RAM",2850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful Battle-AX B760M-D PRO V20 DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful Battle-AX B760M-D PRO V20 DDR4 | LGA 1700, mATX, 2 khe RAM",1950000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful Battle-AX B760M-K V20 DDR5 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful Battle-AX B760M-K V20 DDR5 | LGA 1700, mATX, 2 khe RAM",2390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful Battle-AX B760M-T V20 Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful Battle-AX B760M-T V20 Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",2190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful Battle-AX B760M-T V21A Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful Battle-AX B760M-T V21A Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",2190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful Battle-AX H610M-E V20 Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful Battle-AX H610M-E V20 Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",2090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful BATTLE-AX H610M-P Wifi DDR5 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful BATTLE-AX H610M-P Wifi DDR5 | LGA 1700, mATX, 2 khe RAM",1799000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful CVN B550M Gaming Frozen V14 DDR4 | AM4, mATX, 4 khe RAM",Unknown,"Mainboard Colorful CVN B550M Gaming Frozen V14 DDR4 | AM4, mATX, 4 khe RAM",3390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful CVN B760M Frozen V20 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",Unknown,"Mainboard Colorful CVN B760M Frozen V20 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",3511000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful CVN B760M Frozen Wifi Plus V20 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",Unknown,"Mainboard Colorful CVN B760M Frozen Wifi Plus V20 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",3799000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful H510M-K M.2 V21 DDR4 | LGA 1200, mATX, 2 khe RAM",Unknown,"Mainboard Colorful H510M-K M.2 V21 DDR4 | LGA 1200, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful H610M-D V20A DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful H610M-D V20A DDR4 | LGA 1700, mATX, 2 khe RAM",1550000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Colorful H610M-E V20 DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Colorful H610M-E V20 DDR4 | LGA 1700, mATX, 2 khe RAM",1590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte A520M K V2 DDR4 | AM4, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte A520M K V2 DDR4 | AM4, mATX, 2 khe RAM",1290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B360M-D2V DDR4 Cũ | LGA 1151, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte B360M-D2V DDR4 Cũ | LGA 1151, mATX, 2 khe RAM",820000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B550M AORUS Elite AX Wifi DDR4 | AM4, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B550M AORUS Elite AX Wifi DDR4 | AM4, mATX, 4 khe RAM",2950000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B550M DS3H DDR4 | AM4, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B550M DS3H DDR4 | AM4, ATX, 4 khe RAM",2590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B650M AORUS Elite AX Wifi DDR5 | AM5, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B650M AORUS Elite AX Wifi DDR5 | AM5, mATX, 4 khe RAM",4089000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B650M D2HP Rev 1.2 DDR5 | AM5, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte B650M D2HP Rev 1.2 DDR5 | AM5, mATX, 2 khe RAM",2690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B650M Gaming Plus Wifi DDR5 | AM5, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B650M Gaming Plus Wifi DDR5 | AM5, mATX, 4 khe RAM",3490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B760M AORUS Elite AX Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B760M AORUS Elite AX Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",4190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B760M AORUS Elite DDR5 | LGA 1700, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B760M AORUS Elite DDR5 | LGA 1700, mATX, 4 khe RAM",3900000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B760M D Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte B760M D Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",2330000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B760M DS3H AX Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B760M DS3H AX Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",3390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B760M DS3H DDR4 | LGA 1700, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B760M DS3H DDR4 | LGA 1700, mATX, 4 khe RAM",2650000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B760M Gaming Plus Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B760M Gaming Plus Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",3190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B760M K V2 Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte B760M K V2 Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",2150000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte B860M DS3H DDR5 | LGA 1851, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte B860M DS3H DDR5 | LGA 1851, mATX, 4 khe RAM",3790000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
Mainboard Gigabyte B860M EAGLE WIFI6E MATX DDR5,Gigabyte,Mainboard Gigabyte B860M EAGLE WIFI6E MATX DDR5,3830000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H110M-M2 DDR4 | LGA 1151, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H110M-M2 DDR4 | LGA 1151, mATX, 2 khe RAM",1590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H310M M.2 2.0 Rev 1.x DDR4 | LGA1151, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H310M M.2 2.0 Rev 1.x DDR4 | LGA1151, mATX, 2 khe RAM",1590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H510M H V2 DDR4 | LGA 1200, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H510M H V2 DDR4 | LGA 1200, mATX, 2 khe RAM",1690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H610M H V3 Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H610M H V3 Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H610M K Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H610M K Rev 1.0 DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte H810M-K DDR5 | LGA 1851, mATX, 2 khe RAM",Gigabyte,"Mainboard Gigabyte H810M-K DDR5 | LGA 1851, mATX, 2 khe RAM",2350000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 AORUS Elite ICE Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 AORUS Elite ICE Wifi DDR5 | AM5, ATX, 4 khe RAM",9090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 AORUS Elite Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 AORUS Elite Wifi DDR5 | AM5, ATX, 4 khe RAM",8390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 EAGLE Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 EAGLE Wifi DDR5 | AM5, ATX, 4 khe RAM",5490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte X870 Gaming Wifi DDR5 | AM5, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte X870 Gaming Wifi DDR5 | AM5, ATX, 4 khe RAM",5390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z690 AERO G DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z690 AERO G DDR5 | LGA 1700, ATX, 4 khe RAM",7199000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 AORUS Elite AX Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 AORUS Elite AX Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",5850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 EAGLE AX Rev 1.0 Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 EAGLE AX Rev 1.0 Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",4890000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 UD AX Wifi DDR5 | LGA1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 UD AX Wifi DDR5 | LGA1700, ATX, 4 khe RAM",5490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790 UD DDR5 | LGA 1700, ATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790 UD DDR5 | LGA 1700, ATX, 4 khe RAM",5099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z790M AORUS Elite AX Rev 1.0 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z790M AORUS Elite AX Rev 1.0 Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",5250000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Gigabyte Z890M AORUS Elite Wifi DDR5 | LGA 1851, mATX, 4 khe RAM",Gigabyte,"Mainboard Gigabyte Z890M AORUS Elite Wifi DDR5 | LGA 1851, mATX, 4 khe RAM",6190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi H610M-K DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Huananzhi H610M-K DDR4 | LGA 1700, mATX, 2 khe RAM",1350000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi H610M-VH-A DDR4 | LGA 1700, mATX, 2 khe RAM",Unknown,"Mainboard Huananzhi H610M-VH-A DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi X99 F8D Plus DDR4 | LGA 2011, E-ATX, 4 khe RAM",Unknown,"Mainboard Huananzhi X99 F8D Plus DDR4 | LGA 2011, E-ATX, 4 khe RAM",3190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi X99-8D4 DDR4 | LGA 2011, ATX, 4 khe RAM",Unknown,"Mainboard Huananzhi X99-8D4 DDR4 | LGA 2011, ATX, 4 khe RAM",2090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard Huananzhi X99-F8D DDR4 | LGA 2011, ATX, 4 khe RAM",Unknown,"Mainboard Huananzhi X99-F8D DDR4 | LGA 2011, ATX, 4 khe RAM",2880000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard IC847 IC847-PLUS DDR3 | BGA 1023, BTC, 8 khe RAM",Unknown,"Mainboard IC847 IC847-PLUS DDR3 | BGA 1023, BTC, 8 khe RAM",2550000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI A320M-A Pro DDR4 | AM4, mATX, 2 khe RAM",MSI,"Mainboard MSI A320M-A Pro DDR4 | AM4, mATX, 2 khe RAM",1235000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI A520M-A Pro DDR4 | AM4, mATX, 2 khe RAM",MSI,"Mainboard MSI A520M-A Pro DDR4 | AM4, mATX, 2 khe RAM",1390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B450M-A PRO MAX II DDR4 | AM4, mATX, 2 khe RAM",MSI,"Mainboard MSI B450M-A PRO MAX II DDR4 | AM4, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
Mainboard MSI B460M Pro (QSD),MSI,Mainboard MSI B460M Pro (QSD),990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B650M Gaming Plus Wifi DDR5 | AM5, mATX, 4 khe RAM",MSI,"Mainboard MSI B650M Gaming Plus Wifi DDR5 | AM5, mATX, 4 khe RAM",3790000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B650M-P PRO DDR5 | AM5, mATX, 2 khe RAM",MSI,"Mainboard MSI B650M-P PRO DDR5 | AM5, mATX, 2 khe RAM",2950000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Gaming Plus Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M Gaming Plus Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",3150000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Gaming Plus Wifi DDR5 | LGA1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M Gaming Plus Wifi DDR5 | LGA1700, mATX, 4 khe RAM",3590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Gaming Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M Gaming Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",2730000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M Project Zero DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI B760M Project Zero DDR5 | LGA 1700, mATX, 2 khe RAM",5090000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B760M-P DDR4 | LGA 1700, mATX, 4 khe RAM",MSI,"Mainboard MSI B760M-P DDR4 | LGA 1700, mATX, 4 khe RAM",2390000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI B850 MLG EDITION DDR5 | AM5, ATX, 4 khe RAM",MSI,"Mainboard MSI B850 MLG EDITION DDR5 | AM5, ATX, 4 khe RAM",8990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI H510M-Plus II DDR4 | LGA 1200, mATX, 2 khe RAM",MSI,"Mainboard MSI H510M-Plus II DDR4 | LGA 1200, mATX, 2 khe RAM",1650000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI H610M Bomber DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI H610M Bomber DDR4 | LGA 1700, mATX, 2 khe RAM",1590000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI H610M PRO H610M-S Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI H610M PRO H610M-S Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",1990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MAG X870 Tomahawk Wifi DDR5 | AM5, ATX, 2 khe RAM",MSI,"Mainboard MSI MAG X870 Tomahawk Wifi DDR5 | AM5, ATX, 2 khe RAM",8490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MEG Z890 GODLIKE DDR5 | LGA 1851, ATX, 4 khe RAM",MSI,"Mainboard MSI MEG Z890 GODLIKE DDR5 | LGA 1851, ATX, 4 khe RAM",31600000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MPG B760I Edge Wifi DDR4 | LGA1700, Mini-ITX, 2 khe RAM",MSI,"Mainboard MSI MPG B760I Edge Wifi DDR4 | LGA1700, Mini-ITX, 2 khe RAM",4479000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MPG B760I EDGE Wifi DDR5 | LGA 1700, Mini-ITX, 2 khe RAM",MSI,"Mainboard MSI MPG B760I EDGE Wifi DDR5 | LGA 1700, Mini-ITX, 2 khe RAM",4733000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI MPG X870E Carbon Wifi DDR5 | AM5, ATX, 4 khe RAM",MSI,"Mainboard MSI MPG X870E Carbon Wifi DDR5 | AM5, ATX, 4 khe RAM",13490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro A620AM-B EVO DDR5 | AM5, mATX, 2 khe RAM",MSI,"Mainboard MSI Pro A620AM-B EVO DDR5 | AM5, mATX, 2 khe RAM",1990000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO B760M-E DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO B760M-E DDR4 | LGA 1700, mATX, 2 khe RAM",2190000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO B760M-E DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO B760M-E DDR5 | LGA 1700, mATX, 2 khe RAM",2250000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO B760M-P DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO B760M-P DDR5 | LGA 1700, mATX, 2 khe RAM",2750000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO H610M-E DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI PRO H610M-E DDR4 | LGA 1700, mATX, 2 khe RAM",1490000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro H610M-E DDR5 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI Pro H610M-E DDR5 | LGA 1700, mATX, 2 khe RAM",1850000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro H610M-S DDR4 | LGA 1700, mATX, 2 khe RAM",MSI,"Mainboard MSI Pro H610M-S DDR4 | LGA 1700, mATX, 2 khe RAM",1690000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO X870-P WIFI DDR5 | AM5, ATX, 4 khe RAM",MSI,"Mainboard MSI PRO X870-P WIFI DDR5 | AM5, ATX, 4 khe RAM",6290000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Pro Z790-P Wifi DDR4 | LGA 1700, ATX, 2 khe RAM",MSI,"Mainboard MSI Pro Z790-P Wifi DDR4 | LGA 1700, ATX, 2 khe RAM",5299000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI PRO Z790-P Wifi DDR5 | LGA 1700, ATX, 2 khe RAM",MSI,"Mainboard MSI PRO Z790-P Wifi DDR5 | LGA 1700, ATX, 2 khe RAM",4999000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
"Mainboard MSI Z790 Gaming Plus Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",MSI,"Mainboard MSI Z790 Gaming Plus Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",6099000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
Mainboard MSI Z890 GAMING PLUS WIFI,MSI,Mainboard MSI Z890 GAMING PLUS WIFI,7522000,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,Mainboard
